"DATE","TIME_M","SYM_ROOT","PRICE"
"2020-01-02","09:43:35.161309","AAPL",297.25
"2020-01-02","09:43:35.176551","AAPL",297.25
"2020-01-02","09:43:35.177648","AAPL",297.25
"2020-01-02","09:43:35.177742","AAPL",297.25
"2020-01-02","09:43:35.215505","AAPL",297.255
"2020-01-02","09:43:35.215986","AAPL",297.255
"2020-01-02","09:43:35.217894","AAPL",297.27
"2020-01-02","09:43:35.218425","AAPL",297.27
"2020-01-02","09:43:35.218457","AAPL",297.27
"2020-01-02","09:43:35.218824","AAPL",297.27
"2020-01-02","09:43:35.238430","AAPL",297.26
"2020-01-02","09:43:35.560649","AAPL",297.2903
"2020-01-02","09:43:35.616863","AAPL",297.26
"2020-01-02","09:43:35.998922","AAPL",297.2913
"2020-01-02","09:43:35.999096","AAPL",297.27
"2020-01-02","09:43:36.050985","AAPL",297.2871
"2020-01-02","09:43:36.114999","AAPL",297.285
"2020-01-02","09:43:36.118864","AAPL",297.29
"2020-01-02","09:43:36.130714","AAPL",297.29
"2020-01-02","09:43:36.183770","AAPL",297.3
"2020-01-02","09:43:36.625136","AAPL",297.285
"2020-01-02","09:43:36.881360","AAPL",297.285
"2020-01-02","09:43:36.903816","AAPL",297.2971
"2020-01-02","09:43:36.915982","AAPL",297.285
"2020-01-02","09:43:36.951912","AAPL",297.27
"2020-01-02","09:43:37.031515","AAPL",297.2846
"2020-01-02","09:43:37.031877","AAPL",297.2999
"2020-01-02","09:43:37.152622","AAPL",297.28
"2020-01-02","09:43:37.296908","AAPL",297.28
"2020-01-02","09:43:37.301748","AAPL",297.27
"2020-01-02","09:43:37.302098","AAPL",297.27
"2020-01-02","09:43:37.302288","AAPL",297.27
"2020-01-02","09:43:37.303214","AAPL",297.26
"2020-01-02","09:43:37.303218","AAPL",297.26
"2020-01-02","09:43:37.303228","AAPL",297.26
"2020-01-02","09:43:37.303231","AAPL",297.26
"2020-01-02","09:43:37.303235","AAPL",297.26
"2020-01-02","09:43:37.303250","AAPL",297.26
"2020-01-02","09:43:37.303568","AAPL",297.26
"2020-01-02","09:43:37.307174","AAPL",297.27
"2020-01-02","09:43:37.413516","AAPL",297.27
"2020-01-02","09:43:37.447423","AAPL",297.24
"2020-01-02","09:43:37.476903","AAPL",297.27
"2020-01-02","09:43:37.512450","AAPL",297.26
"2020-01-02","09:43:37.512454","AAPL",297.26
"2020-01-02","09:43:37.512458","AAPL",297.26
"2020-01-02","09:43:37.512464","AAPL",297.26
"2020-01-02","09:43:37.512525","AAPL",297.26
"2020-01-02","09:43:37.512623","AAPL",297.26
"2020-01-02","09:43:37.513256","AAPL",297.26
"2020-01-02","09:43:37.531398","AAPL",297.2857
"2020-01-02","09:43:37.551602","AAPL",297.24
"2020-01-02","09:43:37.648258","AAPL",297.2834
"2020-01-02","09:43:37.661986","AAPL",297.28
"2020-01-02","09:43:37.670821","AAPL",297.26
"2020-01-02","09:43:37.693836","AAPL",297.25
"2020-01-02","09:43:37.780290","AAPL",297.2721
"2020-01-02","09:43:37.968877","AAPL",297.29
"2020-01-02","09:43:38.061573","AAPL",297.2746
"2020-01-02","09:43:38.321308","AAPL",297.26
"2020-01-02","09:43:38.473036","AAPL",297.2537
"2020-01-02","09:43:38.731385","AAPL",297.258
"2020-01-02","09:43:38.938568","AAPL",297.25
"2020-01-02","09:43:38.940918","AAPL",297.25
"2020-01-02","09:43:39.172092","AAPL",297.2727
"2020-01-02","09:43:39.302326","AAPL",297.275
"2020-01-02","09:43:39.308299","AAPL",297.26
"2020-01-02","09:43:39.503595","AAPL",297.29
"2020-01-02","09:43:39.741489","AAPL",297.2842
"2020-01-02","09:43:40.033268","AAPL",297.2793
"2020-01-02","09:43:40.039395","AAPL",297.2777
"2020-01-02","09:43:40.078527","AAPL",297.28
"2020-01-02","09:43:40.079955","AAPL",297.28
"2020-01-02","09:43:40.080919","AAPL",297.27
"2020-01-02","09:43:40.213648","AAPL",297.28
"2020-01-02","09:43:40.263143","AAPL",297.28
"2020-01-02","09:43:40.522247","AAPL",297.29
"2020-01-02","09:43:40.522251","AAPL",297.29
"2020-01-02","09:43:40.522301","AAPL",297.29
"2020-01-02","09:43:40.522539","AAPL",297.29
"2020-01-02","09:43:40.522670","AAPL",297.29
"2020-01-02","09:43:40.523547","AAPL",297.29
"2020-01-02","09:43:40.525175","AAPL",297.29
"2020-01-02","09:43:40.527968","AAPL",297.3
"2020-01-02","09:43:40.528195","AAPL",297.3
"2020-01-02","09:43:40.535586","AAPL",297.3
"2020-01-02","09:43:40.598660","AAPL",297.3
"2020-01-02","09:43:40.601411","AAPL",297.3
"2020-01-02","09:43:40.602155","AAPL",297.3
"2020-01-02","09:43:40.602238","AAPL",297.3
"2020-01-02","09:43:40.639700","AAPL",297.3
"2020-01-02","09:43:40.814817","AAPL",297.33
"2020-01-02","09:43:40.868506","AAPL",297.325
"2020-01-02","09:43:40.928793","AAPL",297.3225
"2020-01-02","09:43:41.063876","AAPL",297.3048
"2020-01-02","09:43:41.066376","AAPL",297.33
"2020-01-02","09:43:41.090558","AAPL",297.32
"2020-01-02","09:43:41.362818","AAPL",297.33
"2020-01-02","09:43:41.363451","AAPL",297.315
"2020-01-02","09:43:41.372876","AAPL",297.33
"2020-01-02","09:43:41.372910","AAPL",297.33
"2020-01-02","09:43:41.372913","AAPL",297.33
"2020-01-02","09:43:41.372943","AAPL",297.33
"2020-01-02","09:43:41.373341","AAPL",297.33
"2020-01-02","09:43:41.373348","AAPL",297.33
"2020-01-02","09:43:41.376137","AAPL",297.33
"2020-01-02","09:43:41.376342","AAPL",297.325
"2020-01-02","09:43:41.377584","AAPL",297.325
"2020-01-02","09:43:41.377824","AAPL",297.32
"2020-01-02","09:43:41.383779","AAPL",297.33
"2020-01-02","09:43:42.129651","AAPL",297.315
"2020-01-02","09:43:42.136482","AAPL",297.33
"2020-01-02","09:43:42.146219","AAPL",297.33
"2020-01-02","09:43:42.179583","AAPL",297.33
"2020-01-02","09:43:42.508514","AAPL",297.3499
"2020-01-02","09:43:42.616759","AAPL",297.31
"2020-01-02","09:43:42.902590","AAPL",297.322
"2020-01-02","09:43:42.903941","AAPL",297.33
"2020-01-02","09:43:42.904187","AAPL",297.33
"2020-01-02","09:43:43.324219","AAPL",297.3369
"2020-01-02","09:43:43.706884","AAPL",297.32
"2020-01-02","09:43:43.708382","AAPL",297.32
"2020-01-02","09:43:43.758749","AAPL",297.34
"2020-01-02","09:43:43.760242","AAPL",297.3327
"2020-01-02","09:43:44.222501","AAPL",297.32
"2020-01-02","09:43:44.396837","AAPL",297.32
"2020-01-02","09:43:44.397018","AAPL",297.32
"2020-01-02","09:43:44.414206","AAPL",297.33
"2020-01-02","09:43:44.440035","AAPL",297.3264
"2020-01-02","09:43:44.584187","AAPL",297.32
"2020-01-02","09:43:44.853346","AAPL",297.34
"2020-01-02","09:43:45.137975","AAPL",297.32
"2020-01-02","09:43:45.673073","AAPL",297.32
"2020-01-02","09:43:45.673077","AAPL",297.32
"2020-01-02","09:43:45.673081","AAPL",297.32
"2020-01-02","09:43:45.673305","AAPL",297.32
"2020-01-02","09:43:45.673374","AAPL",297.32
"2020-01-02","09:43:45.673435","AAPL",297.32
"2020-01-02","09:43:45.673435","AAPL",297.32
"2020-01-02","09:43:45.673435","AAPL",297.32
"2020-01-02","09:43:45.673559","AAPL",297.31
"2020-01-02","09:43:45.673570","AAPL",297.31
"2020-01-02","09:43:45.673574","AAPL",297.31
"2020-01-02","09:43:45.673589","AAPL",297.31
"2020-01-02","09:43:45.673595","AAPL",297.31
"2020-01-02","09:43:45.673689","AAPL",297.31
"2020-01-02","09:43:45.673695","AAPL",297.31
"2020-01-02","09:43:45.673717","AAPL",297.31
"2020-01-02","09:43:45.673723","AAPL",297.31
"2020-01-02","09:43:45.673779","AAPL",297.31
"2020-01-02","09:43:45.673788","AAPL",297.31
"2020-01-02","09:43:45.673828","AAPL",297.31
"2020-01-02","09:43:45.673835","AAPL",297.31
"2020-01-02","09:43:45.673846","AAPL",297.31
"2020-01-02","09:43:45.673846","AAPL",297.31
"2020-01-02","09:43:45.673921","AAPL",297.31
"2020-01-02","09:43:45.673933","AAPL",297.31
"2020-01-02","09:43:45.673995","AAPL",297.31
"2020-01-02","09:43:45.674008","AAPL",297.31
"2020-01-02","09:43:45.674011","AAPL",297.31
"2020-01-02","09:43:45.674012","AAPL",297.31
"2020-01-02","09:43:45.674015","AAPL",297.31
"2020-01-02","09:43:45.674023","AAPL",297.31
"2020-01-02","09:43:45.674027","AAPL",297.31
"2020-01-02","09:43:45.674031","AAPL",297.31
"2020-01-02","09:43:45.674126","AAPL",297.31
"2020-01-02","09:43:45.674130","AAPL",297.3
"2020-01-02","09:43:45.674145","AAPL",297.3
"2020-01-02","09:43:45.678865","AAPL",297.32
"2020-01-02","09:43:45.684356","AAPL",297.29
"2020-01-02","09:43:45.684929","AAPL",297.29
"2020-01-02","09:43:45.736029","AAPL",297.2999
"2020-01-02","09:43:45.915847","AAPL",297.2847
"2020-01-02","09:43:45.945387","AAPL",297.2899
"2020-01-02","09:43:45.951182","AAPL",297.27
"2020-01-02","09:43:45.951183","AAPL",297.27
"2020-01-02","09:43:45.951190","AAPL",297.27
"2020-01-02","09:43:45.967749","AAPL",297.28
"2020-01-02","09:43:46.084625","AAPL",297.27
"2020-01-02","09:43:46.084656","AAPL",297.27
"2020-01-02","09:43:46.084671","AAPL",297.27
"2020-01-02","09:43:46.102708","AAPL",297.27
"2020-01-02","09:43:46.674154","AAPL",297.2621
"2020-01-02","09:43:46.721817","AAPL",297.2757
"2020-01-02","09:43:46.936520","AAPL",297.2602
"2020-01-02","09:43:47.000292","AAPL",297.26
"2020-01-02","09:43:47.033837","AAPL",297.28
"2020-01-02","09:43:47.033841","AAPL",297.28
"2020-01-02","09:43:47.033918","AAPL",297.28
"2020-01-02","09:43:47.033922","AAPL",297.28
"2020-01-02","09:43:47.034247","AAPL",297.28
"2020-01-02","09:43:47.050332","AAPL",297.2701
"2020-01-02","09:43:47.107073","AAPL",297.28
"2020-01-02","09:43:47.108825","AAPL",297.29
"2020-01-02","09:43:47.112431","AAPL",297.285
"2020-01-02","09:43:47.378158","AAPL",297.285
"2020-01-02","09:43:47.414244","AAPL",297.27
"2020-01-02","09:43:47.414360","AAPL",297.2719
"2020-01-02","09:43:47.415008","AAPL",297.28
"2020-01-02","09:43:47.425395","AAPL",297.29
"2020-01-02","09:43:47.459782","AAPL",297.29
"2020-01-02","09:43:47.470152","AAPL",297.2703
"2020-01-02","09:43:47.474104","AAPL",297.3
"2020-01-02","09:43:47.474175","AAPL",297.3
"2020-01-02","09:43:47.474492","AAPL",297.3
"2020-01-02","09:43:47.474492","AAPL",297.3
"2020-01-02","09:43:47.474583","AAPL",297.3
"2020-01-02","09:43:47.474787","AAPL",297.3
"2020-01-02","09:43:47.616594","AAPL",297.306
"2020-01-02","09:43:48.088877","AAPL",297.32
"2020-01-02","09:43:48.088904","AAPL",297.32
"2020-01-02","09:43:48.088910","AAPL",297.32
"2020-01-02","09:43:48.088915","AAPL",297.32
"2020-01-02","09:43:48.088922","AAPL",297.32
"2020-01-02","09:43:48.088929","AAPL",297.32
"2020-01-02","09:43:48.088934","AAPL",297.32
"2020-01-02","09:43:48.088938","AAPL",297.32
"2020-01-02","09:43:48.088943","AAPL",297.32
"2020-01-02","09:43:48.088952","AAPL",297.32
"2020-01-02","09:43:48.089039","AAPL",297.32
"2020-01-02","09:43:48.089060","AAPL",297.32
"2020-01-02","09:43:48.089061","AAPL",297.32
"2020-01-02","09:43:48.166343","AAPL",297.33
"2020-01-02","09:43:48.175321","AAPL",297.34
"2020-01-02","09:43:48.322939","AAPL",297.32
"2020-01-02","09:43:48.337432","AAPL",297.3069
"2020-01-02","09:43:48.339879","AAPL",297.31
"2020-01-02","09:43:48.448468","AAPL",297.3186
"2020-01-02","09:43:48.462203","AAPL",297.32
"2020-01-02","09:43:48.475190","AAPL",297.32
"2020-01-02","09:43:48.475324","AAPL",297.32
"2020-01-02","09:43:48.534052","AAPL",297.33
"2020-01-02","09:43:48.624917","AAPL",297.32
"2020-01-02","09:43:48.662827","AAPL",297.34
"2020-01-02","09:43:48.662939","AAPL",297.34
"2020-01-02","09:43:48.663044","AAPL",297.325
"2020-01-02","09:43:48.663927","AAPL",297.33
"2020-01-02","09:43:48.744941","AAPL",297.3201
"2020-01-02","09:43:48.776338","AAPL",297.32
"2020-01-02","09:43:48.776340","AAPL",297.32
"2020-01-02","09:43:48.776344","AAPL",297.32
"2020-01-02","09:43:49.012551","AAPL",297.34
"2020-01-02","09:43:49.078048","AAPL",297.32
"2020-01-02","09:43:49.078447","AAPL",297.32
"2020-01-02","09:43:49.078508","AAPL",297.32
"2020-01-02","09:43:49.078512","AAPL",297.32
"2020-01-02","09:43:49.078786","AAPL",297.32
"2020-01-02","09:43:49.156360","AAPL",297.33
"2020-01-02","09:43:49.424844","AAPL",297.325
"2020-01-02","09:43:49.424847","AAPL",297.34
"2020-01-02","09:43:49.424851","AAPL",297.34
"2020-01-02","09:43:49.424855","AAPL",297.34
"2020-01-02","09:43:49.881024","AAPL",297.32
"2020-01-02","09:43:50.112443","AAPL",297.32
"2020-01-02","09:43:50.118639","AAPL",297.31
"2020-01-02","09:43:50.121461","AAPL",297.32
"2020-01-02","09:43:50.193529","AAPL",297.3148
"2020-01-02","09:43:50.225868","AAPL",297.31
"2020-01-02","09:43:50.530607","AAPL",297.32
"2020-01-02","09:43:50.543297","AAPL",297.3217
"2020-01-02","09:43:50.626931","AAPL",297.31
"2020-01-02","09:43:50.628737","AAPL",297.3117
"2020-01-02","09:43:50.630843","AAPL",297.313
"2020-01-02","09:43:50.631389","AAPL",297.3129
"2020-01-02","09:43:50.631693","AAPL",297.31
"2020-01-02","09:43:50.631724","AAPL",297.313
"2020-01-02","09:43:50.631774","AAPL",297.31
"2020-01-02","09:43:50.632111","AAPL",297.31
"2020-01-02","09:43:50.632367","AAPL",297.31
"2020-01-02","09:43:50.632510","AAPL",297.3
"2020-01-02","09:43:50.632513","AAPL",297.3
"2020-01-02","09:43:50.632710","AAPL",297.3
"2020-01-02","09:43:50.632837","AAPL",297.3
"2020-01-02","09:43:50.633130","AAPL",297.3129
"2020-01-02","09:43:50.635413","AAPL",297.3
"2020-01-02","09:43:50.640305","AAPL",297.3
"2020-01-02","09:43:50.640308","AAPL",297.3
"2020-01-02","09:43:50.640312","AAPL",297.3
"2020-01-02","09:43:50.640729","AAPL",297.3
"2020-01-02","09:43:50.643357","AAPL",297.31
"2020-01-02","09:43:50.649873","AAPL",297.31
"2020-01-02","09:43:50.675577","AAPL",297.3
"2020-01-02","09:43:50.700454","AAPL",297.309
"2020-01-02","09:43:50.718433","AAPL",297.31
"2020-01-02","09:43:50.718436","AAPL",297.31
"2020-01-02","09:43:50.718531","AAPL",297.3
"2020-01-02","09:43:50.718537","AAPL",297.31
"2020-01-02","09:43:50.718542","AAPL",297.31
"2020-01-02","09:43:50.723010","AAPL",297.31
"2020-01-02","09:43:50.739975","AAPL",297.31
"2020-01-02","09:43:50.741861","AAPL",297.315
"2020-01-02","09:43:50.742186","AAPL",297.31
"2020-01-02","09:43:50.856292","AAPL",297.3
"2020-01-02","09:43:50.957203","AAPL",297.31
"2020-01-02","09:43:50.959418","AAPL",297.31
"2020-01-02","09:43:50.961800","AAPL",297.31
"2020-01-02","09:43:50.975163","AAPL",297.31
"2020-01-02","09:43:50.998519","AAPL",297.31
"2020-01-02","09:43:51.073960","AAPL",297.31
"2020-01-02","09:43:51.206835","AAPL",297.315
"2020-01-02","09:43:51.406380","AAPL",297.32
"2020-01-02","09:43:51.406477","AAPL",297.32
"2020-01-02","09:43:51.420219","AAPL",297.32
"2020-01-02","09:43:51.540400","AAPL",297.3252
"2020-01-02","09:43:51.712942","AAPL",297.3294
"2020-01-02","09:43:51.721262","AAPL",297.325
"2020-01-02","09:43:51.732456","AAPL",297.32
"2020-01-02","09:43:51.780932","AAPL",297.3185
"2020-01-02","09:43:51.801373","AAPL",297.3203
"2020-01-02","09:43:51.889725","AAPL",297.32
"2020-01-02","09:43:52.222553","AAPL",297.32
"2020-01-02","09:43:52.223976","AAPL",297.3238
"2020-01-02","09:43:52.234333","AAPL",297.3176
"2020-01-02","09:43:52.237188","AAPL",297.31
"2020-01-02","09:43:52.239072","AAPL",297.3176
"2020-01-02","09:43:52.243550","AAPL",297.31
"2020-01-02","09:43:52.244085","AAPL",297.3176
"2020-01-02","09:43:52.246182","AAPL",297.3176
"2020-01-02","09:43:52.248431","AAPL",297.3176
"2020-01-02","09:43:52.249070","AAPL",297.31
"2020-01-02","09:43:52.250238","AAPL",297.3176
"2020-01-02","09:43:52.250463","AAPL",297.31
"2020-01-02","09:43:52.250815","AAPL",297.3176
"2020-01-02","09:43:52.253200","AAPL",297.31
"2020-01-02","09:43:52.255339","AAPL",297.31
"2020-01-02","09:43:52.269513","AAPL",297.31
"2020-01-02","09:43:52.270058","AAPL",297.3
"2020-01-02","09:43:52.270761","AAPL",297.3
"2020-01-02","09:43:52.271149","AAPL",297.3
"2020-01-02","09:43:52.271160","AAPL",297.3
"2020-01-02","09:43:52.292922","AAPL",297.2917
"2020-01-02","09:43:52.321580","AAPL",297.298
"2020-01-02","09:43:52.375399","AAPL",297.2944
"2020-01-02","09:43:52.540489","AAPL",297.3
"2020-01-02","09:43:53.110105","AAPL",297.2999
"2020-01-02","09:43:53.384671","AAPL",297.29
"2020-01-02","09:43:53.410419","AAPL",297.3
"2020-01-02","09:43:53.410424","AAPL",297.3
"2020-01-02","09:43:53.430249","AAPL",297.2975
"2020-01-02","09:43:53.431531","AAPL",297.29
"2020-01-02","09:43:53.511953","AAPL",297.2883
"2020-01-02","09:43:53.660611","AAPL",297.2883
"2020-01-02","09:43:53.956400","AAPL",297.29
"2020-01-02","09:43:54.082900","AAPL",297.2996
"2020-01-02","09:43:54.123588","AAPL",297.3
"2020-01-02","09:43:54.123741","AAPL",297.3
"2020-01-02","09:43:54.123962","AAPL",297.3
"2020-01-02","09:43:54.124025","AAPL",297.3
"2020-01-02","09:43:54.220750","AAPL",297.2999
"2020-01-02","09:43:54.257959","AAPL",297.2962
"2020-01-02","09:43:54.259496","AAPL",297.2999
"2020-01-02","09:43:54.481869","AAPL",297.3
"2020-01-02","09:43:54.482321","AAPL",297.3
"2020-01-02","09:43:54.482599","AAPL",297.3
"2020-01-02","09:43:54.482718","AAPL",297.3
"2020-01-02","09:43:54.482782","AAPL",297.3
"2020-01-02","09:43:54.493260","AAPL",297.295
"2020-01-02","09:43:54.517286","AAPL",297.3
"2020-01-02","09:43:54.549398","AAPL",297.3
"2020-01-02","09:43:54.549512","AAPL",297.3
"2020-01-02","09:43:54.555304","AAPL",297.3
"2020-01-02","09:43:54.563666","AAPL",297.292
"2020-01-02","09:43:54.564607","AAPL",297.2975
"2020-01-02","09:43:54.578853","AAPL",297.29
"2020-01-02","09:43:54.721802","AAPL",297.2985
"2020-01-02","09:43:54.824567","AAPL",297.3
"2020-01-02","09:43:54.824785","AAPL",297.31
"2020-01-02","09:43:54.824805","AAPL",297.31
"2020-01-02","09:43:54.824810","AAPL",297.32
"2020-01-02","09:43:54.828916","AAPL",297.3
"2020-01-02","09:43:55.005658","AAPL",297.32
"2020-01-02","09:43:55.005848","AAPL",297.32
"2020-01-02","09:43:55.005851","AAPL",297.32
"2020-01-02","09:43:55.006398","AAPL",297.33
"2020-01-02","09:43:55.006572","AAPL",297.33
"2020-01-02","09:43:55.008311","AAPL",297.33
"2020-01-02","09:43:55.008315","AAPL",297.33
"2020-01-02","09:43:55.008319","AAPL",297.33
"2020-01-02","09:43:55.008322","AAPL",297.33
"2020-01-02","09:43:55.008379","AAPL",297.33
"2020-01-02","09:43:55.093661","AAPL",297.3301
"2020-01-02","09:43:55.129676","AAPL",297.34
"2020-01-02","09:43:55.221201","AAPL",297.322
"2020-01-02","09:43:55.260628","AAPL",297.3254
"2020-01-02","09:43:55.290802","AAPL",297.33
"2020-01-02","09:43:55.290806","AAPL",297.34
"2020-01-02","09:43:55.291122","AAPL",297.34
"2020-01-02","09:43:55.291180","AAPL",297.34
"2020-01-02","09:43:55.291213","AAPL",297.34
"2020-01-02","09:43:55.291216","AAPL",297.34
"2020-01-02","09:43:55.291246","AAPL",297.34
"2020-01-02","09:43:55.291544","AAPL",297.35
"2020-01-02","09:43:55.291865","AAPL",297.35
"2020-01-02","09:43:55.292002","AAPL",297.35
"2020-01-02","09:43:55.292133","AAPL",297.34
"2020-01-02","09:43:55.292580","AAPL",297.34
"2020-01-02","09:43:55.292619","AAPL",297.34
"2020-01-02","09:43:55.296696","AAPL",297.34
"2020-01-02","09:43:55.300859","AAPL",297.34
"2020-01-02","09:43:55.300980","AAPL",297.34
"2020-01-02","09:43:55.300980","AAPL",297.34
"2020-01-02","09:43:55.300981","AAPL",297.34
"2020-01-02","09:43:55.301150","AAPL",297.34
"2020-01-02","09:43:55.540796","AAPL",297.3528
"2020-01-02","09:43:55.598200","AAPL",297.36
"2020-01-02","09:43:55.619355","AAPL",297.36
"2020-01-02","09:43:55.692398","AAPL",297.355
"2020-01-02","09:43:55.813474","AAPL",297.36
"2020-01-02","09:43:55.813474","AAPL",297.37
"2020-01-02","09:43:55.862886","AAPL",297.35
"2020-01-02","09:43:55.863655","AAPL",297.35
"2020-01-02","09:43:55.871774","AAPL",297.3527
"2020-01-02","09:43:55.877704","AAPL",297.35
"2020-01-02","09:43:56.053334","AAPL",297.37
"2020-01-02","09:43:56.108037","AAPL",297.3537
"2020-01-02","09:43:56.123414","AAPL",297.36
"2020-01-02","09:43:56.124253","AAPL",297.36
"2020-01-02","09:43:56.170485","AAPL",297.35
"2020-01-02","09:43:56.170806","AAPL",297.36
"2020-01-02","09:43:56.201021","AAPL",297.36
"2020-01-02","09:43:56.201143","AAPL",297.38
"2020-01-02","09:43:56.201198","AAPL",297.38
"2020-01-02","09:43:56.260765","AAPL",297.38
"2020-01-02","09:43:56.260781","AAPL",297.38
"2020-01-02","09:43:56.300506","AAPL",297.35
"2020-01-02","09:43:56.755947","AAPL",297.3601
"2020-01-02","09:43:56.778649","AAPL",297.38
"2020-01-02","09:43:56.778770","AAPL",297.38
"2020-01-02","09:43:56.778775","AAPL",297.38
"2020-01-02","09:43:56.780679","AAPL",297.39
"2020-01-02","09:43:56.780698","AAPL",297.39
"2020-01-02","09:43:56.783085","AAPL",297.39
"2020-01-02","09:43:56.795905","AAPL",297.38
"2020-01-02","09:43:56.795998","AAPL",297.4
"2020-01-02","09:43:56.869725","AAPL",297.3868
"2020-01-02","09:43:56.907390","AAPL",297.385
"2020-01-02","09:43:56.912307","AAPL",297.385
"2020-01-02","09:43:56.914719","AAPL",297.4
"2020-01-02","09:43:57.159265","AAPL",297.4
"2020-01-02","09:43:57.159399","AAPL",297.41
"2020-01-02","09:43:57.159680","AAPL",297.41
"2020-01-02","09:43:57.716961","AAPL",297.4
"2020-01-02","09:43:57.722077","AAPL",297.4
"2020-01-02","09:43:57.722776","AAPL",297.4
"2020-01-02","09:43:57.732725","AAPL",297.39
"2020-01-02","09:43:57.737287","AAPL",297.39
"2020-01-02","09:43:57.738555","AAPL",297.39
"2020-01-02","09:43:57.738642","AAPL",297.39
"2020-01-02","09:43:57.738784","AAPL",297.39
"2020-01-02","09:43:57.738864","AAPL",297.39
"2020-01-02","09:43:57.741390","AAPL",297.39
"2020-01-02","09:43:57.742389","AAPL",297.41
"2020-01-02","09:43:57.924806","AAPL",297.3604
"2020-01-02","09:43:57.973149","AAPL",297.39
"2020-01-02","09:43:57.983027","AAPL",297.3834
"2020-01-02","09:43:58.213170","AAPL",297.3742
"2020-01-02","09:43:58.372096","AAPL",297.3916
"2020-01-02","09:43:58.618428","AAPL",297.37
"2020-01-02","09:43:58.632656","AAPL",297.3638
"2020-01-02","09:43:58.637487","AAPL",297.36
"2020-01-02","09:43:58.661488","AAPL",297.3924
"2020-01-02","09:43:58.826227","AAPL",297.385
"2020-01-02","09:43:58.828198","AAPL",297.385
"2020-01-02","09:43:58.828773","AAPL",297.37
"2020-01-02","09:43:58.831432","AAPL",297.37
"2020-01-02","09:43:58.846143","AAPL",297.3861
"2020-01-02","09:43:58.872925","AAPL",297.386
"2020-01-02","09:43:58.916303","AAPL",297.4
"2020-01-02","09:43:58.960938","AAPL",297.385
"2020-01-02","09:43:59.337336","AAPL",297.385
"2020-01-02","09:43:59.486548","AAPL",297.37
"2020-01-02","09:43:59.783744","AAPL",297.37
"2020-01-02","09:43:59.937881","AAPL",297.408
"2020-01-02","09:43:59.941687","AAPL",297.37
"2020-01-02","09:43:59.941687","AAPL",297.37
"2020-01-02","09:43:59.941760","AAPL",297.37
"2020-01-02","09:43:59.941821","AAPL",297.37
"2020-01-02","09:43:59.941827","AAPL",297.37
"2020-01-02","09:43:59.943789","AAPL",297.3895
"2020-01-02","09:43:59.994385","AAPL",297.37
